Worker,Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
worker 1,2026-07-27 13:16:46.409,0.05,0.06,0.97,-44.07,-7.14,29.6
worker 1,2026-07-27 13:16:46.409,0.05,0.06,0.97,-48.83,-10.8,14.65
worker 1,2026-07-27 13:16:46.409,0.08,-0.03,0.94,18.43,-5.98,2.93
worker 1,2026-07-27 13:16:46.409,0.09,-0.01,0.88,25.15,1.28,9.58
worker 1,2026-07-27 13:16:46.410,0.09,-0.01,0.88,25.15,1.28,9.58
worker 1,2026-07-27 13:16:46.410,0.1,0.02,0.91,20.75,11.23,22.22
worker 1,2026-07-27 13:16:46.410,0.08,0.06,0.95,13.67,19.1,32.78
worker 1,2026-07-27 13:16:47.115,0.08,0.06,0.95,13.67,19.1,32.78
worker 1,2026-07-27 13:16:47.115,0.05,0.09,0.96,11.78,22.83,37.41
worker 1,2026-07-27 13:16:47.115,0.03,0.08,0.94,14.89,24.41,40.41
worker 1,2026-07-27 13:16:47.115,0.03,0.08,0.94,17.46,26.06,44.07
worker 1,2026-07-27 13:16:47.115,0.03,0.04,0.95,17.46,26.06,44.07
worker 1,2026-07-27 13:16:47.115,0.04,0.01,0.98,17.15,27.1,44.19
worker 1,2026-07-27 13:16:47.115,0.03,-0.02,1.0,16.6,26.49,36.13
worker 1,2026-07-27 13:16:47.115,-0.0,-0.04,1.02,16.05,25.63,20.2
worker 1,2026-07-27 13:16:47.116,-0.04,-0.05,1.09,12.51,27.16,1.16
worker 1,2026-07-27 13:16:47.116,-0.06,-0.03,1.19,6.41,30.09,-17.46
worker 1,2026-07-27 13:16:47.116,-0.04,0.01,1.24,4.09,28.75,-32.84
worker 1,2026-07-27 13:16:47.117,-0.04,0.01,1.24,4.09,28.75,-32.84
worker 1,2026-07-27 13:16:47.117,0.01,0.04,1.17,7.87,18.55,-40.34
worker 1,2026-07-27 13:16:47.118,0.01,0.04,1.17,7.87,18.55,-40.34
worker 1,2026-07-27 13:16:47.118,0.03,0.05,1.04,11.05,2.62,-40.77
worker 1,2026-07-27 13:16:47.118,-0.01,0.08,0.95,6.84,-11.47,-39.0
worker 1,2026-07-27 13:16:47.119,-0.01,0.08,0.95,6.84,-11.47,-39.0
worker 1,2026-07-27 13:16:47.119,-0.05,0.17,0.93,-1.04,-18.68,-37.41
worker 1,2026-07-27 13:16:47.119,-0.08,0.27,0.93,-2.14,-20.32,-36.13
worker 1,2026-07-27 13:16:47.119,-0.11,0.31,0.92,2.81,-21.42,-25.09
worker 1,2026-07-27 13:16:47.120,-0.14,0.25,0.96,0.79,-22.34,1.16
worker 1,2026-07-27 13:16:47.120,-0.14,0.25,0.96,-9.83,-21.36,24.6
worker 1,2026-07-27 13:16:47.121,-0.11,0.2,1.08,-9.83,-21.36,24.6
worker 1,2026-07-27 13:16:47.121,-0.1,0.19,1.12,-11.41,-21.61,26.86
worker 1,2026-07-27 13:16:47.226,-0.1,0.19,1.12,-11.41,-21.61,26.86
worker 1,2026-07-27 13:16:47.227,-0.12,0.19,1.04,2.69,-24.35,16.3
worker 1,2026-07-27 13:16:47.227,-0.12,0.2,0.98,18.55,-23.62,8.67
worker 1,2026-07-27 13:16:47.583,-0.13,0.21,0.97,29.54,-18.01,7.02
worker 1,2026-07-27 13:16:47.589,-0.13,0.15,0.93,33.08,-14.4,17.33
worker 1,2026-07-27 13:16:47.590,-0.09,0.06,0.89,21.48,-14.71,40.28
worker 1,2026-07-27 13:16:47.591,-0.09,0.06,0.89,21.48,-14.71,40.28
worker 1,2026-07-27 13:16:47.591,-0.02,0.0,0.89,0.98,-12.15,52.92
worker 1,2026-07-27 13:16:47.592,-0.02,0.0,0.89,0.98,-12.15,52.92
worker 1,2026-07-27 13:16:47.593,0.04,0.03,0.94,-13.92,-3.05,39.43
worker 1,2026-07-27 13:16:47.593,0.08,0.1,0.99,-21.24,9.34,12.88
worker 1,2026-07-27 13:16:47.594,0.1,0.16,1.05,-27.34,20.94,-5.98
worker 1,2026-07-27 13:16:47.595,0.14,0.14,1.14,-44.13,35.71,-11.84
worker 1,2026-07-27 13:16:47.595,0.2,0.08,1.24,-86.18,54.14,-13.0
worker 1,2026-07-27 13:16:47.643,0.17,0.0,1.17,-121.22,51.82,-8.85
worker 1,2026-07-27 13:16:47.643,0.17,0.0,1.17,-102.11,22.77,-5.43
worker 1,2026-07-27 13:16:47.703,0.03,-0.13,0.92,-102.11,22.77,-5.43
worker 1,2026-07-27 13:16:47.703,-0.12,-0.26,0.74,-52.8,-11.23,-7.02
worker 1,2026-07-27 13:16:47.712,-0.12,-0.26,0.74,-52.8,-11.23,-7.02
worker 1,2026-07-27 13:16:47.822,-0.2,-0.32,0.76,-15.93,-26.73,-12.76
worker 1,2026-07-27 13:16:47.942,-0.2,-0.32,0.76,-15.93,-26.73,-12.76
worker 1,2026-07-27 13:16:47.943,-0.21,-0.3,0.87,20.57,-8.3,-44.8
worker 1,2026-07-27 13:16:47.943,-0.21,-0.3,0.87,62.19,23.74,-95.52
worker 1,2026-07-27 13:16:48.005,-0.17,-0.22,0.95,62.19,23.74,-95.52
worker 1,2026-07-27 13:16:48.005,-0.1,-0.17,0.98,78.86,34.24,-109.74
worker 1,2026-07-27 13:16:48.006,-0.1,-0.17,0.98,78.86,34.24,-109.74
worker 1,2026-07-27 13:16:48.006,-0.04,-0.17,0.95,64.03,17.46,-73.73
worker 1,2026-07-27 13:16:48.006,-0.08,-0.11,0.87,35.77,-7.87,-28.87
worker 1,2026-07-27 13:16:48.007,-0.14,-0.03,0.84,2.44,-24.72,4.39
worker 1,2026-07-27 13:16:48.007,-0.12,0.0,0.9,-23.5,-23.5,25.57
worker 1,2026-07-27 13:16:48.069,-0.12,0.0,0.9,-23.5,-23.5,25.57
worker 1,2026-07-27 13:16:48.069,-0.01,0.01,0.98,-21.55,-4.21,26.92
worker 1,2026-07-27 13:16:48.123,0.08,0.03,1.05,4.76,22.09,10.5
worker 1,2026-07-27 13:16:48.247,0.14,0.1,1.16,32.59,37.11,-7.69
worker 1,2026-07-27 13:16:48.248,0.14,0.1,1.16,39.61,20.94,-9.7
worker 1,2026-07-27 13:16:48.248,0.18,0.17,1.2,39.61,20.94,-9.7
worker 1,2026-07-27 13:16:48.248,0.19,0.15,1.05,21.61,-23.99,8.3
worker 1,2026-07-27 13:16:48.605,0.2,0.07,0.83,1.46,-59.51,26.0
worker 1,2026-07-27 13:16:48.606,0.19,0.04,0.71,0.18,-56.88,25.45
worker 1,2026-07-27 13:16:48.606,0.12,0.06,0.79,13.12,-25.39,16.05
worker 1,2026-07-27 13:16:48.606,-0.02,0.08,1.13,19.53,11.11,17.94
worker 1,2026-07-27 13:16:48.607,-0.07,0.07,1.57,-9.7,20.51,50.05
worker 1,2026-07-27 13:16:48.607,0.01,-0.03,1.68,-59.88,-18.13,113.77
worker 1,2026-07-27 13:16:48.608,0.01,-0.03,1.68,-59.88,-18.13,113.77
worker 1,2026-07-27 13:16:48.608,0.09,-0.18,1.28,-67.99,-72.02,163.94
worker 1,2026-07-27 13:16:48.610,0.09,-0.18,1.28,-67.99,-72.02,163.94
worker 1,2026-07-27 13:16:48.611,0.08,-0.27,0.79,-27.4,-94.97,153.81
worker 1,2026-07-27 13:16:48.611,0.05,-0.25,0.62,6.23,-87.4,98.27
worker 1,2026-07-27 13:16:48.664,0.1,-0.17,0.79,0.0,-74.52,44.43
worker 1,2026-07-27 13:16:48.665,0.1,-0.17,0.79,0.0,-74.52,44.43
worker 1,2026-07-27 13:16:48.665,0.21,-0.06,1.03,-22.22,-65.43,5.31
worker 1,2026-07-27 13:16:48.729,0.26,0.05,1.05,-23.5,-57.31,-29.17
worker 1,2026-07-27 13:16:48.965,0.24,0.11,0.93,-6.9,-46.63,-52.37
worker 1,2026-07-27 13:16:48.966,0.24,0.11,0.93,-6.9,-46.63,-52.37
worker 1,2026-07-27 13:16:48.966,0.19,0.13,0.88,1.59,-31.98,-55.85
worker 1,2026-07-27 13:16:48.966,0.14,0.07,0.89,-2.87,-18.86,-42.6
worker 1,2026-07-27 13:16:48.966,0.14,0.07,0.89,-7.26,-8.73,-24.96
worker 1,2026-07-27 13:16:48.966,0.1,-0.03,0.88,-7.26,-8.73,-24.96
worker 1,2026-07-27 13:16:48.967,0.06,-0.09,0.84,-2.56,2.99,-15.56
worker 1,2026-07-27 13:16:48.967,0.04,-0.13,0.8,5.98,18.92,-9.09
worker 1,2026-07-27 13:16:49.141,0.04,-0.18,0.79,5.92,37.66,3.72
worker 1,2026-07-27 13:16:49.149,0.04,-0.18,0.79,5.92,37.66,3.72
worker 1,2026-07-27 13:16:49.149,0.08,-0.23,0.87,-3.6,55.54,17.7
worker 1,2026-07-27 13:16:49.149,0.08,-0.23,0.87,-17.7,68.79,26.92
worker 1,2026-07-27 13:16:49.149,0.15,-0.27,1.01,-17.7,68.79,26.92
worker 1,2026-07-27 13:16:49.150,0.21,-0.37,1.17,-36.87,75.01,33.57
worker 1,2026-07-27 13:16:49.262,0.21,-0.37,1.17,-36.87,75.01,33.57
worker 1,2026-07-27 13:16:49.263,0.26,-0.46,1.33,-56.88,79.35,29.72
worker 1,2026-07-27 13:16:49.263,0.35,-0.36,1.38,-60.49,81.36,-1.04
worker 1,2026-07-27 13:16:49.264,0.35,-0.36,1.38,-60.49,81.36,-1.04
worker 1,2026-07-27 13:16:49.265,0.35,-0.14,1.21,-36.62,69.21,-47.06
worker 1,2026-07-27 13:16:49.265,0.23,-0.06,0.91,-9.34,37.96,-63.96
worker 1,2026-07-27 13:16:49.269,0.23,-0.06,0.91,-9.34,37.96,-63.96
worker 1,2026-07-27 13:16:49.383,0.08,-0.17,0.73,-8.54,2.69,-39.98
worker 1,2026-07-27 13:16:49.389,0.02,-0.26,0.76,-21.06,-7.08,-24.54
worker 1,2026-07-27 13:16:49.389,0.02,-0.18,0.89,-19.29,12.39,-49.07
worker 1,2026-07-27 13:16:49.684,0.02,-0.18,0.89,-0.73,33.69,-84.72
worker 1,2026-07-27 13:16:49.685,0.04,-0.06,0.99,-0.73,33.69,-84.72
worker 1,2026-07-27 13:16:49.685,0.06,-0.05,1.0,20.57,39.06,-96.25
worker 1,2026-07-27 13:16:49.686,0.06,-0.05,1.0,20.57,39.06,-96.25
worker 1,2026-07-27 13:16:49.686,0.05,-0.14,0.97,28.99,31.62,-89.84
worker 1,2026-07-27 13:16:49.686,0.03,-0.19,0.94,20.69,23.68,-91.55
worker 1,2026-07-27 13:16:49.688,0.06,-0.2,0.92,10.5,24.78,-85.63
worker 1,2026-07-27 13:16:49.688,0.15,-0.24,0.93,14.77,33.33,-51.39
worker 1,2026-07-27 13:16:49.688,0.17,-0.23,0.94,31.74,45.41,-23.32
worker 1,2026-07-27 13:16:49.689,0.17,-0.23,0.94,31.74,45.41,-23.32
worker 1,2026-07-27 13:16:49.806,0.09,-0.12,0.94,42.79,49.26,-15.44
worker 1,2026-07-27 13:16:49.806,0.03,-0.0,0.94,34.91,38.21,-4.39
worker 1,2026-07-27 13:16:49.806,0.03,-0.0,0.94,21.18,27.59,7.87
worker 1,2026-07-27 13:16:49.807,0.03,0.07,0.94,21.18,27.59,7.87
worker 1,2026-07-27 13:16:49.923,0.04,0.05,0.97,16.66,26.0,10.07
worker 1,2026-07-27 13:16:49.924,0.04,0.05,0.97,16.66,26.0,10.07
worker 1,2026-07-27 13:16:49.924,0.02,-0.04,1.07,19.1,28.08,-0.79
worker 1,2026-07-27 13:16:49.925,0.02,-0.04,1.07,19.1,28.08,-0.79
worker 1,2026-07-27 13:16:49.925,-0.13,-0.08,1.18,29.97,36.8,-21.06
worker 1,2026-07-27 13:16:50.047,-0.33,-0.08,1.25,40.95,44.01,-23.74
worker 1,2026-07-27 13:16:50.048,-0.36,-0.16,1.22,17.09,21.24,22.4
worker 1,2026-07-27 13:16:50.165,-0.36,-0.16,1.22,17.09,21.24,22.4
worker 1,2026-07-27 13:16:50.165,-0.25,-0.22,1.08,-41.44,-44.8,89.84
worker 1,2026-07-27 13:16:50.166,-0.16,-0.21,0.89,-80.99,-113.71,111.45
worker 1,2026-07-27 13:16:50.167,-0.14,-0.26,0.85,-66.22,-117.13,59.2
worker 1,2026-07-27 13:16:50.230,-0.18,-0.32,1.12,-0.61,-29.11,-98.14
worker 1,2026-07-27 13:16:50.234,-0.18,-0.32,1.12,18.55,-32.78,-131.9
worker 1,2026-07-27 13:16:51.129,-0.2,-0.2,1.09,18.55,-32.78,-131.9
worker 1,2026-07-27 13:16:51.129,-0.14,-0.08,0.96,43.09,-35.03,-157.71
worker 1,2026-07-27 13:16:51.131,-0.14,-0.08,0.96,43.09,-35.03,-157.71
worker 1,2026-07-27 13:16:51.133,0.02,-0.02,0.91,49.99,-27.89,-170.35
worker 1,2026-07-27 13:16:51.133,0.16,0.02,0.98,32.84,-28.93,-164.73
worker 1,2026-07-27 13:16:51.133,0.19,0.09,1.11,6.47,-45.1,-155.09
worker 1,2026-07-27 13:16:51.133,0.14,0.19,1.18,-15.5,-67.69,-144.47
worker 1,2026-07-27 13:16:51.134,0.12,0.31,1.12,-12.15,-80.87,-134.77
worker 1,2026-07-27 13:16:51.134,0.06,0.38,0.93,27.22,-72.2,-141.24
worker 1,2026-07-27 13:16:51.603,0.06,0.38,0.93,27.22,-72.2,-141.24
worker 1,2026-07-27 13:16:51.603,-0.11,0.39,0.69,84.72,-38.64,-169.68
worker 1,2026-07-27 13:16:51.603,-0.29,0.38,0.45,121.46,1.71,-184.2
worker 1,2026-07-27 13:16:51.614,-0.33,0.28,0.34,93.38,29.48,-139.47
worker 1,2026-07-27 13:16:51.616,-0.33,0.28,0.34,93.38,29.48,-139.47
worker 1,2026-07-27 13:16:51.616,-0.2,0.08,0.43,17.15,44.01,-57.37
worker 1,2026-07-27 13:16:51.616,-0.03,-0.08,0.61,-47.18,49.19,6.96
worker 1,2026-07-27 13:16:51.616,0.13,-0.1,0.76,-82.34,38.88,46.51
worker 1,2026-07-27 13:16:51.616,0.32,-0.12,0.77,-97.66,10.19,82.4
worker 1,2026-07-27 13:16:51.616,0.63,-0.17,0.81,-99.18,-10.68,93.75
worker 1,2026-07-27 13:16:51.617,0.98,0.0,1.14,-57.01,8.36,13.12
worker 1,2026-07-27 13:16:51.617,1.02,0.56,1.7,52.43,43.09,-149.66
worker 1,2026-07-27 13:16:51.617,0.71,1.0,1.99,131.47,17.27,-211.49
worker 1,2026-07-27 13:16:51.617,0.32,0.82,1.64,114.14,-57.13,-101.75
worker 1,2026-07-27 13:16:52.505,0.32,0.82,1.64,114.14,-57.13,-101.75
worker 1,2026-07-27 13:16:52.505,0.04,0.43,0.97,57.92,-96.92,23.44
worker 1,2026-07-27 13:16:52.506,0.04,0.43,0.97,57.92,-96.92,23.44
worker 1,2026-07-27 13:16:52.506,0.03,0.29,0.52,8.3,-80.57,71.66
worker 1,2026-07-27 13:16:52.507,0.25,0.28,0.52,-25.27,-39.98,69.03
worker 1,2026-07-27 13:16:52.507,0.46,0.24,0.73,-34.91,-11.66,56.03
worker 1,2026-07-27 13:16:52.508,0.46,0.24,0.73,-34.91,-11.66,56.03
worker 1,2026-07-27 13:16:52.508,0.51,0.23,0.88,-20.26,0.73,44.92
worker 1,2026-07-27 13:16:52.508,0.45,0.3,0.97,0.43,9.77,29.91
worker 1,2026-07-27 13:16:52.509,0.45,0.3,0.97,0.43,9.77,29.91
worker 1,2026-07-27 13:16:52.509,0.33,0.37,0.99,11.9,9.89,14.34
worker 1,2026-07-27 13:16:52.510,0.25,0.41,0.94,9.22,-2.81,9.4
worker 1,2026-07-27 13:16:52.623,0.25,0.41,0.94,9.22,-2.81,9.4
worker 1,2026-07-27 13:16:52.623,0.27,0.4,0.89,0.31,-17.03,12.57
worker 1,2026-07-27 13:16:52.624,0.34,0.37,0.85,-6.77,-24.96,15.5
worker 1,2026-07-27 13:16:52.626,0.42,0.34,0.83,-11.35,-26.73,15.62
worker 1,2026-07-27 13:16:52.626,0.5,0.3,0.79,-13.43,-25.21,11.23
worker 1,2026-07-27 13:16:52.631,0.5,0.3,0.79,-13.43,-25.21,11.23
worker 1,2026-07-27 13:16:52.631,0.58,0.31,0.72,-10.31,-20.08,1.59
worker 1,2026-07-27 13:16:52.631,0.55,0.36,0.66,-2.01,-7.93,-6.29
worker 1,2026-07-27 13:16:52.631,0.43,0.38,0.71,3.97,11.72,-0.79
worker 1,2026-07-27 13:16:52.632,0.43,0.38,0.71,3.97,11.72,-0.79
worker 1,2026-07-27 13:16:52.632,0.32,0.32,0.87,1.83,32.29,17.7
worker 1,2026-07-27 13:16:52.632,0.26,0.22,1.01,-3.78,43.52,33.63
worker 1,2026-07-27 13:16:52.683,0.26,0.22,1.01,-3.78,43.52,33.63
worker 1,2026-07-27 13:16:52.683,0.25,0.16,1.05,-1.71,49.19,35.34
worker 1,2026-07-27 13:16:52.684,0.25,0.16,1.05,-1.71,49.19,35.34
worker 1,2026-07-27 13:16:52.685,0.27,0.2,1.04,14.59,61.34,22.89
worker 1,2026-07-27 13:16:52.685,0.28,0.33,1.0,30.15,64.39,3.54
worker 1,2026-07-27 13:16:52.687,0.28,0.44,0.93,29.79,44.8,-4.7
worker 1,2026-07-27 13:16:52.688,0.28,0.44,0.93,29.79,44.8,-4.7
worker 1,2026-07-27 13:16:53.044,0.27,0.45,0.88,9.22,22.77,6.9
worker 1,2026-07-27 13:16:53.044,0.27,0.36,0.9,-24.35,8.0,23.38
worker 1,2026-07-27 13:16:54.243,0.27,0.36,0.9,-24.35,8.0,23.38
worker 1,2026-07-27 13:16:54.243,0.28,0.22,0.92,-52.31,-5.0,23.25
worker 1,2026-07-27 13:16:54.243,0.26,0.13,0.93,-50.72,-0.06,-0.37
worker 1,2026-07-27 13:16:54.425,0.26,0.13,0.93,-50.72,-0.06,-0.37
worker 1,2026-07-27 13:16:54.543,0.16,0.09,0.88,-18.62,18.01,-31.07
worker 1,2026-07-27 13:16:54.603,0.16,0.09,0.88,-18.62,18.01,-31.07
worker 1,2026-07-27 13:16:54.603,0.15,0.13,0.85,31.74,0.18,-43.88
worker 1,2026-07-27 13:16:54.618,0.15,0.13,0.85,31.74,0.18,-43.88
worker 1,2026-07-27 13:16:54.619,0.28,0.29,0.91,70.25,-42.72,-55.66
worker 1,2026-07-27 13:16:55.504,0.31,0.45,0.9,75.44,-38.15,-101.44
worker 1,2026-07-27 13:16:55.505,0.31,0.45,0.9,75.44,-38.15,-101.44
worker 1,2026-07-27 13:16:55.505,0.19,0.51,0.86,42.54,15.69,-118.35
worker 1,2026-07-27 13:16:55.505,0.12,0.45,0.9,-7.93,42.66,-51.03
worker 1,2026-07-27 13:16:55.505,0.16,0.41,0.91,-21.3,19.23,34.91
worker 1,2026-07-27 13:16:55.506,0.16,0.41,0.91,-21.3,19.23,34.91
worker 1,2026-07-27 13:16:55.506,0.22,0.42,0.89,-1.46,-14.59,70.25
worker 1,2026-07-27 13:16:55.507,0.26,0.39,0.9,9.7,-2.62,14.71
worker 1,2026-07-27 13:16:55.508,0.27,0.41,0.88,20.2,-3.91,17.7
worker 1,2026-07-27 13:16:55.508,0.27,0.41,0.88,28.08,-5.19,21.73
worker 1,2026-07-27 13:16:55.509,0.29,0.44,0.84,28.08,-5.19,21.73
worker 1,2026-07-27 13:16:55.509,0.31,0.45,0.82,22.83,-4.21,22.03
worker 1,2026-07-27 13:16:55.515,0.31,0.45,0.82,22.83,-4.21,22.03
worker 1,2026-07-27 13:16:55.515,0.31,0.45,0.83,8.42,-0.12,16.36
worker 1,2026-07-27 13:16:55.516,0.31,0.45,0.83,8.42,-0.12,16.36
worker 1,2026-07-27 13:16:55.516,0.31,0.44,0.85,-1.95,3.72,8.54
worker 1,2026-07-27 13:16:55.516,0.3,0.44,0.86,-3.85,3.97,2.99
worker 1,2026-07-27 13:16:55.517,0.3,0.44,0.86,-2.26,1.65,0.92
worker 1,2026-07-27 13:16:55.517,0.3,0.44,0.85,-2.26,1.65,0.92
worker 1,2026-07-27 13:16:55.518,0.3,0.44,0.85,-1.77,0.43,0.73
worker 1,2026-07-27 13:16:55.519,0.3,0.43,0.85,-3.42,1.77,0.0
worker 1,2026-07-27 13:16:55.519,0.29,0.43,0.86,-5.49,3.66,-0.98
worker 1,2026-07-27 13:16:55.519,0.29,0.43,0.86,-7.57,4.76,-0.85
worker 1,2026-07-27 13:16:55.519,0.29,0.43,0.86,-11.23,5.8,1.46
worker 1,2026-07-27 13:16:55.519,0.29,0.41,0.87,-15.32,6.77,5.43
worker 1,2026-07-27 13:16:55.520,0.29,0.41,0.87,-15.32,6.77,5.43
worker 1,2026-07-27 13:16:55.521,0.29,0.41,0.87,-15.32,6.77,5.43
worker 1,2026-07-27 13:16:56.342,0.29,0.41,0.87,-15.32,6.77,5.43
worker 1,2026-07-27 13:16:56.344,0.28,0.38,0.88,-15.38,6.23,9.95
worker 1,2026-07-27 13:16:56.353,0.28,0.38,0.88,-15.38,6.23,9.95
worker 1,2026-07-27 13:16:56.353,0.28,0.37,0.89,-11.29,6.04,8.97
worker 1,2026-07-27 13:16:56.356,0.28,0.37,0.89,-11.29,6.04,8.97
worker 1,2026-07-27 13:16:56.356,0.27,0.37,0.9,-7.32,5.55,7.02
worker 1,2026-07-27 13:16:56.356,0.27,0.36,0.9,-4.46,4.03,5.37
worker 1,2026-07-27 13:16:56.356,0.28,0.36,0.9,-2.69,2.38,3.17
worker 1,2026-07-27 13:16:56.357,0.28,0.36,0.89,-1.1,1.22,0.61
worker 1,2026-07-27 13:16:56.357,0.27,0.36,0.89,-0.18,0.73,-0.67
worker 1,2026-07-27 13:16:56.357,0.27,0.36,0.89,-0.37,0.98,-0.55
worker 1,2026-07-27 13:16:56.357,0.27,0.36,0.9,-1.16,1.4,-1.04
worker 1,2026-07-27 13:16:56.357,0.27,0.35,0.9,-1.59,1.4,-1.04
worker 1,2026-07-27 13:16:56.357,0.27,0.35,0.9,-0.31,-0.79,-0.61
worker 1,2026-07-27 13:16:56.358,0.27,0.36,0.9,0.98,0.67,-1.89
worker 1,2026-07-27 13:16:56.358,0.27,0.36,0.9,-1.04,2.32,-4.15
worker 1,2026-07-27 13:16:56.358,0.26,0.35,0.9,-1.04,2.32,-4.15
worker 1,2026-07-27 13:16:56.359,0.26,0.35,0.91,-0.49,2.2,-5.13
worker 1,2026-07-27 13:16:56.359,0.25,0.35,0.91,0.24,1.16,-5.0
worker 1,2026-07-27 13:16:56.359,0.21,0.32,0.93,-0.85,4.21,-14.47
worker 1,2026-07-27 13:16:56.359,0.21,0.32,0.93,0.73,0.92,-19.78
worker 1,2026-07-27 13:16:56.463,0.21,0.35,0.9,0.73,0.92,-19.78
worker 1,2026-07-27 13:16:56.463,0.2,0.36,0.9,-1.1,2.32,-15.87
worker 1,2026-07-27 13:16:56.464,0.2,0.36,0.9,-1.1,2.32,-15.87
worker 1,2026-07-27 13:16:56.465,0.18,0.36,0.91,-4.82,6.29,-6.9
worker 1,2026-07-27 13:16:56.465,0.17,0.34,0.93,-8.12,9.46,1.53
worker 1,2026-07-27 13:16:56.466,0.17,0.34,0.93,-8.12,9.46,1.53
worker 1,2026-07-27 13:16:56.466,0.17,0.32,0.94,-9.16,10.07,5.98
worker 1,2026-07-27 13:16:56.467,0.16,0.3,0.95,-7.63,7.87,5.8
worker 1,2026-07-27 13:16:56.472,0.16,0.3,0.95,-5.0,3.78,3.54
worker 1,2026-07-27 13:16:56.473,0.16,0.3,0.94,-2.26,0.43,0.85
worker 1,2026-07-27 13:16:56.473,0.16,0.31,0.93,0.31,0.0,-1.1
worker 1,2026-07-27 13:16:56.473,0.16,0.31,0.94,1.89,1.89,-0.73
worker 1,2026-07-27 13:16:56.473,0.16,0.32,0.94,3.11,4.03,0.98
worker 1,2026-07-27 13:16:56.474,0.15,0.32,0.94,4.27,4.39,1.53
worker 1,2026-07-27 13:16:56.475,0.16,0.33,0.94,5.25,2.75,0.06
worker 1,2026-07-27 13:16:56.475,0.16,0.33,0.93,5.43,0.67,-2.56
worker 1,2026-07-27 13:16:56.476,0.16,0.33,0.93,3.78,-0.12,-3.97
worker 1,2026-07-27 13:16:56.478,0.16,0.33,0.93,3.78,-0.12,-3.97
worker 1,2026-07-27 13:16:56.478,0.15,0.32,0.94,0.31,0.18,-3.11
worker 1,2026-07-27 13:16:56.480,0.15,0.32,0.94,-2.38,-0.31,-2.14
worker 1,2026-07-27 13:16:56.480,0.16,0.33,0.94,-2.14,-2.5,-2.56
worker 1,2026-07-27 13:16:56.481,0.16,0.33,0.94,-2.14,-2.5,-2.56
worker 1,2026-07-27 13:16:56.481,0.17,0.34,0.92,0.37,-12.39,-2.2
worker 1,2026-07-27 13:16:56.482,0.17,0.34,0.92,0.37,-12.39,-2.2
worker 1,2026-07-27 13:16:56.482,0.17,0.34,0.92,0.43,-11.11,-1.53
worker 1,2026-07-27 13:16:56.482,0.18,0.34,0.92,0.92,-7.51,-1.1
worker 1,2026-07-27 13:16:56.483,0.17,0.34,0.92,2.08,-2.44,-0.73
worker 1,2026-07-27 13:16:56.582,0.17,0.34,0.92,2.08,-2.44,-0.73
worker 1,2026-07-27 13:16:56.583,0.17,0.35,0.93,3.3,3.23,0.61
worker 1,2026-07-27 13:16:56.585,0.17,0.35,0.93,3.3,3.23,0.61
worker 1,2026-07-27 13:16:56.585,0.17,0.34,0.93,3.23,6.59,2.87
worker 1,2026-07-27 13:16:57.063,0.18,0.33,0.92,2.69,6.16,3.23
worker 1,2026-07-27 13:16:57.063,0.18,0.33,0.92,3.05,4.82,0.24
worker 1,2026-07-27 13:16:57.064,0.17,0.33,0.92,3.23,4.15,-3.3
worker 1,2026-07-27 13:16:57.064,0.16,0.33,0.93,2.08,3.66,-5.25
worker 1,2026-07-27 13:16:57.066,0.16,0.33,0.93,2.08,3.66,-5.25
worker 1,2026-07-27 13:16:57.066,0.15,0.34,0.94,1.04,3.23,-6.59
worker 1,2026-07-27 13:16:57.067,0.15,0.35,0.93,1.16,2.2,-7.32
worker 1,2026-07-27 13:16:57.068,0.15,0.35,0.93,0.98,0.85,-6.23
worker 1,2026-07-27 13:16:57.068,0.16,0.36,0.92,0.98,0.85,-6.23
worker 1,2026-07-27 13:16:57.070,0.16,0.35,0.92,-0.06,0.31,-4.09
worker 1,2026-07-27 13:16:57.072,0.16,0.35,0.92,-0.31,0.18,-3.48
worker 1,2026-07-27 13:16:57.075,0.16,0.35,0.92,-0.31,0.18,-3.48
worker 1,2026-07-27 13:16:57.075,0.16,0.35,0.92,0.24,-0.12,-5.07
worker 1,2026-07-27 13:16:57.076,0.16,0.35,0.92,0.24,-0.12,-5.07
worker 1,2026-07-27 13:16:57.076,0.15,0.36,0.93,0.49,-0.18,-6.1
worker 1,2026-07-27 13:16:57.076,0.14,0.36,0.93,1.16,-0.24,-5.19
worker 1,2026-07-27 13:16:57.363,0.13,0.36,0.93,1.83,-0.67,-2.69
worker 1,2026-07-27 13:16:57.668,0.12,0.34,0.93,1.22,-0.92,0.0
worker 1,2026-07-27 13:16:57.670,0.12,0.34,0.93,1.22,-0.92,0.0
worker 1,2026-07-27 13:16:57.670,0.12,0.34,0.94,0.24,-0.55,0.37
worker 1,2026-07-27 13:16:57.671,0.12,0.34,0.94,0.24,-0.55,0.37
worker 1,2026-07-27 13:16:57.671,0.14,0.34,0.94,0.37,-0.18,-0.67
worker 1,2026-07-27 13:16:57.671,0.18,0.35,0.93,1.34,-1.46,-1.4
worker 1,2026-07-27 13:16:57.672,0.18,0.35,0.93,1.34,-1.46,-1.4
worker 1,2026-07-27 13:16:57.672,0.19,0.37,0.9,2.81,-4.21,-2.93
worker 1,2026-07-27 13:16:57.783,0.16,0.37,0.89,2.87,-4.58,-3.91
